level_0,recG_1,recG_10,recG_100,recG_101,recG_102,recG_103,recG_104,recG_105,recG_106,recG_107,recG_108,recG_109,recG_11,recG_110,recG_111,recG_112,recG_113,recG_114,recG_115,recG_116,recG_117,recG_118,recG_119,recG_12,recG_120,recG_121,recG_122,recG_123,recG_124,recG_125,recG_126,recG_127,recG_128,recG_129,recG_13,recG_130,recG_131,recG_132,recG_133,recG_134,recG_135,recG_136,recG_137,recG_138,recG_139,recG_14,recG_140,recG_141,recG_142,recG_143,recG_144,recG_145,recG_146,recG_147,recG_148,recG_149,recG_15,recG_150,recG_151,recG_152,recG_153,recG_154,recG_155,recG_156,recG_157,recG_158,recG_159,recG_16,recG_160,recG_161,recG_162,recG_163,recG_164,recG_165,recG_166,recG_167,recG_168,recG_169,recG_17,recG_170,recG_171,recG_172,recG_173,recG_174,recG_175,recG_176,recG_177,recG_178,recG_179,recG_18,recG_180,recG_181,recG_182,recG_183,recG_184,recG_185,recG_186,recG_187,recG_188,recG_189,recG_19,recG_190,recG_191,recG_192,recG_193,recG_194,recG_195,recG_196,recG_197,recG_198,recG_199,recG_2,recG_20,recG_200,recG_201,recG_202,recG_203,recG_204,recG_205,recG_206,recG_207,recG_208,recG_209,recG_21,recG_210,recG_211,recG_212,recG_213,recG_214,recG_215,recG_216,recG_217,recG_218,recG_219,recG_22,recG_220,recG_221,recG_222,recG_223,recG_224,recG_225,recG_226,recG_227,recG_228,recG_229,recG_23,recG_230,recG_231,recG_232,recG_233,recG_234,recG_235,recG_236,recG_237,recG_238,recG_239,recG_24,recG_240,recG_241,recG_25,recG_26,recG_27,recG_28,recG_29,recG_3,recG_30,recG_31,recG_32,recG_33,recG_34,recG_35,recG_36,recG_37,recG_38,recG_39,recG_4,recG_40,recG_41,recG_42,recG_43,recG_44,recG_45,recG_46,recG_47,recG_48,recG_49,recG_5,recG_50,recG_51,recG_52,recG_53,recG_54,recG_55,recG_56,recG_57,recG_58,recG_59,recG_6,recG_60,recG_61,recG_62,recG_63,recG_64,recG_65,recG_66,recG_67,recG_68,recG_69,recG_7,recG_70,recG_71,recG_72,recG_73,recG_74,recG_75,recG_76,recG_77,recG_78,recG_79,recG_8,recG_80,recG_81,recG_82,recG_83,recG_84,recG_85,recG_86,recG_87,recG_88,recG_89,recG_9,recG_90,recG_91,recG_92,recG_93,recG_94,recG_95,recG_96,recG_97,recG_98,recG_99
recG_167,4,4,54,51,52,53,53,52,51,51,50,50,3,50,58,60,61,4,60,60,59,49,60,5,55,59,57,60,59,59,58,61,58,65,10,59,59,57,55,64,4,5,9,50,50,6,52,61,56,63,57,58,60,53,61,60,2,48,50,49,48,50,51,61,49,48,48,3,51,52,41,57,51,50,49,0,36,49,4,59,48,50,60,59,52,57,58,56,55,2,59,56,58,58,63,49,48,152,156,143,2,153,148,155,159,55,55,54,5,50,65,5,4,59,56,56,53,152,150,141,150,151,38,6,149,153,160,152,63,61,58,58,60,50,48,49,37,38,38,38,38,37,37,33,37,47,148,50,58,49,49,59,144,146,48,48,49,48,157,48,49,49,51,49,3,50,51,50,51,60,62,58,59,60,55,4,60,60,59,55,53,52,59,58,57,58,3,50,61,48,57,57,57,53,57,58,60,1,60,53,53,50,51,54,53,53,55,55,3,60,54,57,54,52,52,59,54,59,54,4,57,52,53,5,60,50,59,60,60,50,10,6,50,48,56,53,50,49,60,49,53
recG_168,37,38,60,57,58,59,59,58,57,59,58,58,37,58,54,56,62,38,58,58,56,56,56,38,55,59,55,56,59,55,58,59,56,61,38,57,57,55,65,68,38,38,39,54,56,34,57,61,54,61,57,56,58,56,69,56,36,54,56,55,54,56,57,61,55,57,55,36,58,59,53,62,56,58,57,36,0,57,38,59,55,56,58,58,58,56,56,56,58,36,57,56,56,60,63,55,54,149,156,148,36,156,153,158,160,61,61,60,38,57,61,36,36,57,56,59,59,151,147,145,151,148,42,37,152,156,155,155,61,59,54,55,54,56,55,57,39,41,40,40,38,39,39,37,37,54,152,56,56,57,57,60,146,146,59,56,56,54,160,55,56,55,57,57,37,56,57,56,59,60,60,58,57,58,55,37,58,56,53,53,53,52,57,57,55,57,37,58,59,56,57,55,53,58,55,57,57,35,59,58,58,57,56,59,58,58,60,58,36,58,59,56,58,58,55,55,54,55,54,37,57,52,53,37,61,57,55,58,56,56,40,39,56,56,54,56,56,57,56,57,59
recG_169,50,48,51,49,52,53,50,52,53,53,52,3,48,3,43,45,48,49,45,45,44,50,45,51,46,46,44,45,44,44,45,46,45,50,47,46,44,44,50,54,48,51,46,5,5,46,45,48,43,48,44,45,47,46,56,45,47,6,5,5,5,5,6,47,50,53,51,49,53,54,45,49,4,3,2,49,57,0,49,48,51,5,45,45,7,45,43,47,44,48,44,47,45,45,49,5,52,143,145,141,49,150,148,152,157,49,49,48,51,7,50,51,48,44,47,43,52,145,143,140,148,142,42,50,142,150,150,151,50,46,43,43,45,3,49,2,40,43,43,45,42,42,44,40,44,48,144,5,46,4,7,46,141,143,54,3,50,3,151,51,50,4,4,2,47,3,4,5,4,45,47,45,43,45,46,48,43,45,44,45,44,43,44,44,45,43,48,3,48,3,44,42,44,53,44,46,46,48,49,47,53,50,47,54,47,53,55,55,48,45,53,42,54,52,45,44,44,44,45,50,46,43,47,48,47,51,44,44,45,5,47,52,5,1,46,46,5,4,45,4,52
recG_17,4,2,53,50,51,52,52,51,50,50,49,50,1,50,56,58,59,4,58,58,57,51,58,5,53,57,55,56,57,57,56,59,56,63,10,57,57,55,56,62,2,5,9,50,50,6,51,59,54,61,55,56,58,52,59,58,2,48,50,49,48,50,51,59,50,47,47,5,50,51,41,56,51,50,49,4,38,49,0,57,50,50,58,57,52,57,56,54,53,4,57,54,56,56,61,49,50,153,157,143,2,153,149,156,159,54,54,53,5,50,63,7,4,57,54,54,52,153,151,141,152,152,38,4,150,153,162,153,61,59,56,56,58,50,50,49,37,38,38,38,38,37,37,33,37,49,149,50,56,49,49,57,143,147,47,48,51,48,157,50,51,49,51,49,3,50,51,50,51,58,60,56,57,58,53,4,58,58,57,54,52,51,57,56,56,56,3,50,59,48,55,55,55,53,55,56,58,3,58,53,53,50,51,54,53,53,55,55,3,58,54,55,53,51,50,57,53,57,53,6,55,51,52,1,58,52,57,58,58,50,10,6,50,48,55,51,50,49,58,49,52
recG_170,57,56,58,55,56,57,57,54,55,55,54,47,56,47,7,9,14,59,9,9,8,44,9,58,10,12,8,9,10,8,9,10,9,14,59,10,8,12,58,58,55,58,58,46,46,59,42,15,7,16,4,9,11,43,62,9,57,47,46,48,46,45,45,10,57,58,55,58,57,58,46,54,47,47,48,59,59,48,57,0,43,46,9,9,44,11,7,11,12,58,8,11,9,11,12,46,46,157,164,153,57,168,166,171,171,52,53,51,58,46,14,58,56,10,11,11,55,160,157,152,160,156,48,55,163,168,169,168,14,10,8,7,9,45,39,48,43,45,45,47,46,47,47,45,47,38,155,46,11,46,46,12,153,155,59,45,40,46,174,45,40,45,47,46,57,46,47,46,48,11,13,9,8,9,10,57,9,10,8,47,45,46,8,10,9,9,58,47,12,45,8,6,8,52,8,10,10,58,13,52,54,53,52,55,52,54,56,55,57,9,56,10,57,56,50,8,46,8,44,59,10,44,48,56,13,45,9,9,10,46,59,59,46,47,48,51,46,46,9,46,56
recG_171,49,50,56,53,54,55,55,52,53,51,52,50,49,50,40,42,43,50,42,42,41,1,42,50,39,45,41,42,41,39,40,43,40,44,46,41,41,41,53,57,48,50,45,48,48,46,41,48,40,39,41,42,42,42,64,42,48,47,48,48,46,48,47,45,47,52,51,48,49,50,46,49,48,50,51,48,55,51,50,43,0,48,42,42,46,38,38,40,40,48,41,38,42,40,45,48,5,159,161,156,48,160,157,163,163,47,47,46,50,46,44,50,50,41,38,41,55,156,157,154,152,158,38,51,157,160,162,160,45,45,40,40,42,48,6,51,36,39,38,38,39,38,38,36,38,7,157,48,39,49,50,42,149,158,54,48,7,48,170,2,7,47,49,49,49,48,49,48,51,42,44,40,41,42,39,49,42,42,41,52,50,49,41,41,39,41,49,50,45,48,39,39,39,54,39,39,43,47,44,51,55,52,51,56,52,53,55,53,48,42,55,40,56,54,46,41,51,41,51,49,41,49,52,49,42,2,41,42,42,48,46,51,48,50,53,47,48,49,42,49,54
recG_172,51,49,49,47,50,51,48,50,51,51,50,4,49,4,41,43,47,50,43,43,42,47,43,52,44,44,42,43,44,42,43,44,43,48,47,44,40,42,47,53,49,52,46,2,2,47,43,46,41,46,42,43,45,44,56,43,48,3,2,4,2,2,3,46,49,52,50,50,52,53,46,48,3,4,5,50,56,5,50,46,48,0,43,43,4,43,41,45,43,49,42,45,43,43,48,2,49,146,147,142,50,151,148,152,158,48,48,47,52,4,48,52,49,42,45,42,50,144,146,141,149,145,41,51,142,151,150,151,48,44,41,41,43,4,46,5,37,41,40,42,39,39,41,37,41,45,145,2,44,3,6,45,142,144,53,4,47,2,152,48,47,1,1,3,48,2,3,2,5,45,47,43,41,43,44,49,41,43,42,45,43,42,42,42,43,42,49,4,46,2,42,40,42,50,42,44,44,49,47,46,52,49,46,53,46,52,54,53,49,43,52,41,53,50,44,42,44,42,44,51,44,42,46,49,46,46,42,42,43,2,47,53,2,4,46,45,2,3,43,3,50
recG_173,58,57,57,54,55,56,56,53,54,54,53,44,57,44,4,6,11,60,2,2,5,41,2,59,7,9,5,6,7,5,6,3,4,10,60,5,5,7,55,57,56,59,59,43,43,60,39,12,4,11,5,6,6,40,63,2,58,44,43,45,43,42,42,5,56,55,52,59,56,57,45,51,44,44,45,60,58,45,58,9,42,43,0,6,41,6,4,8,9,59,5,8,6,8,7,43,43,154,162,155,58,164,162,167,168,49,50,48,59,43,11,59,57,7,8,8,54,156,154,154,158,153,47,56,159,164,167,164,7,9,5,4,6,42,36,45,42,44,44,46,45,46,46,44,46,35,155,43,6,43,43,9,151,158,58,42,37,43,172,42,37,42,44,43,58,43,44,43,45,8,8,6,5,6,7,58,6,7,5,42,40,41,1,7,4,2,59,44,5,42,5,3,5,47,3,5,3,59,6,47,49,48,47,50,47,49,51,50,58,2,51,5,56,55,47,5,41,5,39,60,7,39,43,57,10,42,6,6,7,43,60,60,43,44,43,48,43,43,6,43,55
recG_174,57,56,55,52,53,54,54,53,54,54,53,44,56,44,4,6,11,59,6,6,5,41,6,58,7,5,5,6,7,5,6,7,6,11,59,7,5,9,57,55,55,58,58,43,43,59,41,8,4,13,5,6,8,42,59,6,57,44,43,45,43,42,42,9,56,55,52,58,54,55,45,49,44,44,45,59,58,45,57,9,42,43,6,0,41,6,4,8,9,58,5,8,6,8,11,43,41,156,161,153,57,164,162,167,168,47,48,46,58,43,11,58,56,7,8,8,52,157,156,152,159,155,47,55,160,164,162,164,11,7,5,4,6,42,36,45,42,44,44,46,45,46,46,44,46,35,153,43,8,43,43,9,150,157,58,42,37,43,169,42,37,42,44,43,57,43,44,43,45,8,10,6,5,6,7,57,6,7,5,44,42,43,5,1,6,6,58,44,9,42,5,3,5,49,5,5,5,58,10,49,53,52,49,54,49,53,55,52,57,6,55,7,54,53,47,5,43,5,41,59,7,41,45,56,10,42,6,6,7,43,59,59,43,44,45,48,43,43,6,43,53
recG_175,53,51,51,49,52,53,50,50,51,51,50,6,51,6,39,41,45,52,41,41,40,45,41,54,42,40,40,41,42,40,41,42,41,46,50,42,40,40,48,54,51,54,49,4,4,49,45,43,39,42,40,41,43,46,56,41,50,5,2,6,4,4,1,44,51,53,51,52,54,55,48,50,5,6,7,52,58,7,52,44,46,4,41,41,0,41,39,43,41,51,40,43,41,41,46,4,47,145,147,144,52,151,149,153,158,50,50,49,54,2,46,54,51,40,43,40,52,146,145,143,150,144,43,53,143,151,152,152,46,44,39,39,41,6,44,7,39,42,41,43,41,41,43,39,43,43,145,4,42,5,8,43,142,146,54,6,45,4,155,46,45,3,5,5,50,4,5,4,7,43,45,41,39,41,42,51,39,41,40,47,45,44,40,40,41,40,51,6,44,4,40,38,40,52,40,42,42,51,45,48,54,51,48,55,48,54,56,53,51,41,54,39,55,52,46,40,46,40,46,53,42,44,48,51,44,46,40,40,41,4,50,55,4,6,48,47,4,5,41,5,52
recG_176,57,56,57,54,55,56,56,53,54,54,53,44,56,44,6,8,13,57,6,6,7,37,6,58,9,9,7,8,9,5,8,7,4,13,57,5,7,7,53,56,55,58,56,43,43,57,38,12,6,9,7,8,6,39,63,6,55,42,43,43,41,42,42,9,52,53,50,56,56,57,43,49,44,44,45,57,56,45,57,11,38,43,6,6,41,0,6,10,11,56,7,10,8,8,11,43,37,157,161,155,57,165,162,167,171,47,48,46,58,43,13,56,54,7,8,10,54,158,155,154,156,156,45,55,160,165,163,164,11,11,7,6,8,42,32,45,38,42,42,44,43,44,44,42,44,31,156,43,4,43,43,11,148,159,58,42,33,43,171,38,33,42,44,43,55,43,44,43,45,10,8,8,7,8,9,55,8,9,7,41,39,40,5,7,4,6,56,44,9,42,7,5,7,45,3,1,5,56,10,45,49,48,45,50,45,49,51,48,55,6,51,5,56,55,46,7,40,7,38,57,9,38,42,56,12,38,8,8,9,43,57,59,43,44,42,47,43,43,8,43,55
recG_177,56,55,55,52,53,54,54,51,52,52,51,42,55,42,2,4,9,58,4,4,3,37,4,57,5,7,3,4,5,3,4,5,4,8,58,5,3,7,54,55,54,57,57,41,41,58,39,10,2,9,3,4,6,40,61,4,56,42,41,43,41,40,40,7,54,53,50,57,52,53,43,49,42,42,43,58,56,43,56,7,38,41,4,4,39,6,0,6,7,57,3,6,4,6,7,41,39,152,159,152,56,164,163,168,166,47,48,46,57,41,8,57,55,5,6,6,52,155,152,151,155,151,45,54,160,164,164,165,9,7,3,2,4,40,32,43,40,42,42,44,43,44,44,42,44,31,152,41,6,41,41,7,148,155,56,40,33,41,169,38,33,40,42,41,56,41,42,41,43,6,8,4,3,4,5,56,4,5,3,42,40,41,3,5,4,4,57,42,7,40,3,1,3,47,3,5,5,57,8,47,51,50,47,52,47,51,53,48,56,4,53,5,54,53,43,3,41,3,39,58,5,39,43,55,8,38,4,4,5,41,58,58,41,42,43,44,41,41,4,41,53
recG_178,54,53,55,52,53,54,54,49,48,48,47,46,53,46,6,8,11,56,8,8,7,39,8,55,3,11,5,8,9,7,6,9,8,13,56,9,7,11,57,55,52,55,55,45,45,56,41,14,6,15,7,6,10,42,61,8,54,46,45,47,45,44,44,11,54,53,50,55,54,55,41,49,46,46,47,56,56,47,54,11,40,45,8,8,43,10,6,0,9,55,7,4,6,8,13,45,39,151,160,154,54,167,163,170,164,47,48,46,55,45,13,55,53,9,4,8,52,159,151,152,155,150,45,52,162,167,168,167,13,11,7,6,8,44,34,47,42,44,44,44,45,46,44,44,44,33,156,45,10,45,45,9,149,157,56,44,35,45,169,38,35,44,46,45,54,45,46,45,47,10,12,6,7,8,1,54,8,9,7,46,44,45,7,9,8,8,55,46,9,44,5,5,7,47,7,9,9,55,10,47,51,50,47,52,47,51,53,50,54,8,53,9,54,53,45,7,45,7,43,56,3,43,43,53,10,40,8,8,9,45,56,56,45,46,47,46,45,45,8,45,53
recG_179,53,52,56,53,54,55,55,52,53,53,52,43,52,43,7,9,6,55,9,9,8,39,9,54,6,12,8,9,8,8,5,10,9,14,55,10,8,12,54,51,51,54,54,43,43,55,40,15,7,16,8,9,11,41,60,9,53,44,43,45,43,42,42,10,55,50,47,54,53,54,40,49,44,43,44,55,58,44,53,12,40,43,9,9,41,11,7,9,0,54,8,7,7,3,12,43,41,154,160,153,53,165,160,168,166,47,48,46,54,43,14,54,52,10,7,1,53,156,154,152,154,153,43,51,160,165,167,165,14,10,8,7,9,41,34,42,40,42,42,44,45,44,44,42,46,33,153,43,11,42,42,4,151,156,53,41,35,43,169,40,35,42,44,42,53,43,44,43,44,9,13,3,8,7,8,53,9,8,8,45,43,44,8,10,9,7,54,43,12,41,4,6,8,43,8,10,10,54,13,43,47,46,43,48,43,47,49,46,53,9,49,8,52,54,45,8,44,8,42,55,6,42,44,52,5,40,9,9,10,43,55,55,43,43,46,46,43,42,9,42,54
recG_18,2,2,54,51,52,53,53,52,51,51,50,49,3,49,57,59,60,4,59,59,58,49,59,3,54,58,56,59,58,58,57,60,57,64,10,58,58,56,55,64,4,3,9,49,49,6,50,60,55,62,56,57,59,51,59,59,2,47,49,48,47,49,50,60,49,48,48,1,51,52,41,57,50,49,48,2,36,48,4,58,48,49,59,58,51,56,57,55,54,0,58,55,57,57,62,48,48,150,154,141,2,151,146,153,158,55,55,54,3,49,64,3,2,58,55,55,52,151,148,139,150,149,38,4,147,151,160,150,62,60,57,57,59,49,48,48,37,38,38,38,38,37,37,33,37,47,146,49,57,48,48,58,142,145,48,47,49,47,156,48,49,48,50,48,1,49,50,49,50,59,61,57,58,59,54,2,59,59,58,55,53,52,58,57,56,57,3,49,60,47,56,56,56,53,56,57,59,1,59,53,53,50,51,54,53,53,55,55,3,59,54,56,54,52,51,58,54,58,54,2,56,52,53,5,59,50,58,59,59,49,10,4,49,47,56,52,49,48,59,48,53
recG_180,57,56,56,53,54,55,55,52,53,53,52,43,56,43,3,5,10,59,5,5,4,40,5,58,6,8,4,5,6,4,5,6,5,10,59,6,4,8,56,56,55,58,58,42,42,59,40,11,3,12,4,5,7,41,62,5,57,43,42,44,42,41,41,8,55,53,51,58,55,56,42,48,43,43,44,59,57,44,57,8,41,42,5,5,40,7,3,7,8,58,0,7,5,7,10,42,42,155,162,154,57,166,162,168,169,46,47,45,58,42,10,58,56,6,7,7,53,158,155,153,156,154,46,55,161,166,167,164,10,8,4,3,5,41,35,44,41,43,43,45,44,45,45,43,45,34,153,42,5,42,42,8,151,157,57,41,36,42,172,41,36,41,43,42,57,42,43,42,44,7,9,5,4,5,6,57,5,6,4,41,39,40,4,6,5,5,58,43,8,41,4,2,4,48,4,6,6,58,9,48,52,51,48,53,48,52,54,51,57,5,54,6,55,54,46,4,40,4,38,59,6,38,42,56,9,41,5,5,6,42,59,59,42,43,42,47,42,42,5,42,54
recG_181,54,53,55,52,53,54,54,51,50,50,49,46,53,46,6,8,9,56,8,8,7,37,8,55,1,11,5,8,9,7,6,9,8,13,56,9,7,11,57,55,52,55,55,45,45,56,41,14,6,15,7,6,10,42,61,8,54,46,45,47,45,44,44,11,54,53,50,55,54,55,41,49,46,46,47,56,56,47,54,11,38,45,8,8,43,10,6,4,7,55,7,0,4,6,13,45,37,154,164,157,54,168,164,171,167,47,48,46,55,45,13,55,53,9,2,6,52,158,154,155,158,153,45,52,163,168,169,168,13,9,7,6,8,44,32,47,42,44,44,44,45,46,44,44,44,31,156,45,10,45,45,7,153,160,56,44,33,45,172,36,33,44,46,45,54,45,46,45,47,10,12,4,7,6,3,54,8,9,7,46,44,45,7,9,8,8,55,46,9,44,5,5,7,47,7,9,9,55,10,47,51,50,47,52,47,51,53,50,54,8,53,9,54,53,45,7,45,7,43,56,5,43,43,53,8,38,8,8,9,45,56,56,45,46,47,46,45,45,8,45,53
recG_182,56,55,57,54,55,56,56,53,52,52,51,44,55,44,4,6,9,58,6,6,5,41,6,57,3,9,3,6,7,5,6,7,6,11,58,7,5,9,57,57,54,57,57,43,43,58,41,12,4,13,5,2,8,42,63,6,56,44,43,45,43,42,42,9,56,55,52,57,56,57,43,51,44,44,45,58,56,45,56,9,42,43,6,6,41,8,4,6,7,57,5,4,0,6,11,43,41,154,163,156,56,167,165,170,168,49,50,48,57,43,11,57,55,7,4,6,54,157,154,155,159,153,47,54,162,167,168,167,11,7,5,4,6,42,36,45,42,44,44,46,45,46,46,44,46,35,155,43,8,43,43,7,152,159,58,42,37,43,173,40,37,42,44,43,56,43,44,43,45,8,10,4,5,4,5,56,6,7,5,44,42,43,5,7,6,6,57,42,7,42,5,3,5,47,5,7,7,57,8,47,51,50,47,52,47,51,53,50,56,6,53,7,56,55,47,5,43,5,41,58,5,41,43,55,8,42,6,6,7,43,58,58,43,44,45,48,43,43,6,43,55
recG_183,56,55,55,52,53,54,54,51,52,52,51,44,55,44,6,8,7,58,8,8,7,39,8,57,5,11,7,8,7,5,4,9,8,13,58,9,7,11,53,52,54,57,57,43,43,58,39,14,6,13,7,8,10,40,60,8,56,44,43,45,43,42,42,9,54,53,50,57,54,55,43,49,44,44,45,58,60,45,56,11,40,43,8,8,41,8,6,8,3,57,7,6,6,0,11,43,41,156,162,155,56,167,162,170,168,47,48,46,57,43,13,57,55,9,4,2,52,157,156,154,156,155,43,54,162,167,167,167,13,9,7,6,8,42,34,43,38,42,42,44,45,44,44,42,46,33,155,43,8,43,43,5,151,158,56,42,35,43,171,40,35,42,44,43,56,43,44,43,45,8,12,2,7,6,7,56,8,7,7,46,44,45,7,9,8,8,57,44,11,42,3,5,7,45,7,7,9,57,12,45,49,48,45,50,45,49,51,48,56,8,51,9,53,53,44,7,45,7,43,58,5,43,45,55,6,40,8,8,9,43,58,58,43,44,47,45,43,43,8,43,53
recG_184,61,60,62,59,60,61,61,58,59,59,58,49,60,49,9,11,14,63,7,7,10,44,7,62,12,14,10,11,7,10,9,8,9,14,63,10,10,12,57,57,59,62,62,48,48,63,40,17,9,14,8,11,9,43,65,7,61,49,48,50,48,47,47,2,61,60,57,62,59,60,47,55,49,49,50,63,63,49,61,12,45,48,7,11,46,11,7,13,12,62,10,13,11,11,0,48,46,153,159,152,61,162,161,166,168,53,54,52,62,48,15,62,60,12,13,11,59,156,153,151,155,152,49,59,158,162,164,163,12,14,10,9,11,47,39,48,47,49,49,51,50,51,51,49,51,38,152,47,11,47,47,12,148,155,63,47,40,48,169,45,40,47,49,48,61,48,49,48,50,8,12,9,10,9,12,61,11,10,10,46,45,46,6,12,9,7,62,49,10,47,8,8,10,48,8,10,8,62,11,49,53,52,49,54,49,53,55,50,61,7,53,10,59,60,50,10,45,10,44,63,10,44,48,60,13,45,11,11,12,48,63,63,48,49,47,51,48,48,11,48,60
recG_185,50,48,49,47,50,51,48,50,51,51,50,4,48,4,41,43,47,49,43,43,42,47,43,51,44,44,42,43,44,42,43,44,43,48,48,44,42,42,48,53,48,51,47,2,2,46,43,46,41,46,42,43,45,44,54,43,47,1,2,2,2,2,3,46,49,52,50,49,52,53,46,48,3,4,5,49,55,5,49,46,48,2,43,43,4,43,41,45,43,48,42,45,43,43,48,0,49,145,146,142,49,151,149,153,158,48,48,47,51,4,48,51,48,42,45,42,50,144,145,141,149,144,41,50,143,151,150,152,48,44,41,41,43,4,46,5,37,41,40,42,39,39,41,37,41,45,145,2,44,3,6,45,141,144,51,4,47,2,153,48,47,1,3,3,47,2,3,2,5,45,47,43,41,43,44,48,41,43,42,45,43,42,42,42,43,42,48,4,46,2,42,40,42,50,42,44,44,48,47,46,52,49,46,53,46,52,54,53,48,43,52,41,53,50,44,42,44,42,44,50,44,42,46,48,46,48,42,42,43,2,48,52,2,4,46,45,2,3,43,3,50
recG_186,49,50,59,56,57,58,58,55,54,52,53,51,49,51,41,43,44,50,43,43,42,4,41,50,38,44,40,43,42,40,41,44,41,43,46,42,42,42,54,54,48,50,45,47,49,46,42,47,41,40,42,41,43,43,63,43,48,48,49,49,47,49,48,46,50,51,52,48,52,53,45,48,49,51,52,48,54,52,50,46,5,49,43,41,47,37,39,39,41,48,42,37,41,41,46,49,0,156,160,154,48,158,155,161,160,46,46,45,50,47,43,50,50,42,37,42,58,155,154,152,151,155,41,51,156,158,159,158,44,46,41,41,43,49,7,52,39,42,41,41,42,41,41,39,41,8,157,49,40,50,51,43,146,157,57,49,8,49,167,3,8,48,50,50,49,49,50,49,52,43,45,41,42,43,38,49,43,43,42,51,49,48,42,40,40,42,49,51,44,49,40,40,40,53,40,38,42,47,43,50,56,53,50,57,51,54,56,52,48,43,56,41,59,57,45,42,50,42,50,49,40,48,51,49,43,5,42,43,43,49,46,51,49,51,52,46,49,50,43,50,57
recG_187,150,151,157,154,155,156,156,150,149,149,148,145,152,145,154,154,156,154,156,156,154,158,154,151,154,156,152,154,152,153,154,156,154,154,152,157,154,155,162,149,153,151,153,144,146,151,152,158,152,157,153,153,155,155,151,156,152,146,145,146,146,144,144,153,149,152,156,150,147,148,143,151,146,143,145,152,149,143,153,157,159,146,154,156,145,157,152,151,154,150,155,154,154,156,153,145,156,0,81,83,151,100,99,103,67,154,154,153,151,144,156,152,152,155,155,154,155,94,2,81,107,1,149,152,96,101,108,99,158,159,154,153,152,145,155,144,152,153,153,151,152,149,151,150,153,155,97,145,157,144,145,154,77,86,157,143,155,145,102,157,156,145,146,144,151,145,144,144,143,153,152,155,153,156,152,151,153,152,153,146,147,146,155,155,154,154,153,145,157,144,154,153,152,151,155,157,155,151,157,149,152,150,151,153,148,150,152,153,152,156,149,153,151,155,152,153,147,155,146,151,152,146,148,153,155,159,152,153,151,144,153,152,144,144,147,153,145,144,152,143,157
recG_188,154,155,153,153,154,155,152,154,155,153,154,147,156,147,161,161,161,158,162,162,161,160,160,153,163,163,162,162,159,161,161,162,160,159,154,161,162,159,159,153,157,155,154,145,147,154,151,166,159,160,160,163,159,153,153,162,156,145,146,146,145,145,147,159,152,153,155,154,148,149,148,150,148,147,147,156,156,145,157,164,161,147,162,161,147,161,159,160,160,154,162,164,163,162,159,146,160,81,0,61,155,69,71,71,87,152,151,153,155,147,161,156,156,159,164,160,154,68,79,59,77,80,151,156,69,70,69,70,165,163,161,160,160,146,159,146,154,156,156,155,155,153,154,152,156,159,77,146,161,145,146,160,27,60,160,145,159,146,96,161,160,146,148,146,155,147,147,146,147,160,159,162,160,162,161,155,160,161,161,147,147,146,161,160,158,160,157,147,165,145,161,160,160,153,159,161,162,155,165,151,156,154,152,157,150,154,156,154,156,162,153,157,154,154,157,160,147,162,146,155,161,146,151,157,160,161,159,160,160,145,154,154,147,146,147,158,146,145,159,146,156
recG_189,140,141,147,145,146,147,147,145,146,144,145,143,142,143,154,154,154,145,155,155,154,155,153,139,156,155,155,155,152,154,154,155,153,152,145,156,154,154,153,139,143,140,145,141,143,143,143,157,152,155,153,156,154,146,141,155,143,143,142,144,143,141,143,152,145,142,149,141,140,141,140,149,144,141,143,143,148,141,143,153,156,142,155,153,144,155,152,154,153,141,154,157,156,155,152,142,154,83,61,0,141,73,71,75,89,151,151,151,141,143,152,143,143,154,157,153,146,77,83,12,66,82,150,142,73,74,75,74,156,153,154,153,153,142,152,142,149,151,151,150,149,146,149,147,150,151,76,142,156,141,142,153,55,14,151,141,152,142,95,156,153,142,143,142,142,143,143,142,141,153,154,155,153,154,155,142,153,154,154,142,142,141,154,152,153,153,144,143,158,141,154,153,153,145,154,155,154,142,158,145,148,146,144,149,142,146,148,147,143,155,147,152,144,146,151,153,142,155,143,142,155,141,146,143,153,155,152,153,153,141,145,140,141,142,142,152,142,141,152,140,147
recG_19,2,2,52,49,50,51,51,50,49,49,48,50,1,50,56,58,59,4,58,58,57,49,58,3,53,57,55,58,57,57,56,59,56,63,10,57,57,55,55,62,2,3,9,50,50,6,51,59,54,61,55,56,58,52,59,58,2,48,50,49,48,50,51,59,49,48,48,3,49,50,41,55,51,50,49,2,36,49,2,57,48,50,58,57,52,57,56,54,53,2,57,54,56,56,61,49,48,151,155,141,0,151,147,154,157,53,53,52,3,50,63,5,4,57,54,54,51,151,149,139,150,150,38,4,148,151,160,151,61,59,56,56,58,50,48,49,37,38,38,38,38,37,37,33,37,47,147,50,56,49,49,57,143,145,48,48,49,48,155,48,49,49,51,49,3,50,51,50,51,58,60,56,57,58,53,4,58,58,57,54,52,51,57,56,55,56,3,50,59,48,55,55,55,53,55,56,58,1,58,53,53,50,51,54,53,53,55,55,3,58,54,55,52,50,50,57,53,57,53,4,55,51,52,3,58,50,57,58,58,50,10,4,50,48,55,51,50,49,58,49,51
